"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 09/10/2023

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 38.1917 North,-121.2250 East" 
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
pr: Precipitation
pet: ASCE Grass Reference Evapotranspiration (ETo)
srad: Downward Shortwave Radiation
rmin: Min Rel. Humidity
rmax: Max Rel. Humidity
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC),pr(mm),pet(mm),srad(Wm-2),rmin(%),rmax(%)
2018,7,18,16.15,38.45,0,8.7,339.3,14.4,72.2
2018,7,19,16.65,37.85,0,8.5,346.4,16.9,76.1
2018,7,20,17.05,35.15,0,7.9,339,20.8,75.2
2018,7,21,18.85,34.95,0,7.9,339.8,24.8,76.8
2018,7,22,18.35,35.35,0,7.7,330.8,24.3,79.3
2018,7,23,17.85,37.25,0,8,338.4,21.6,82.3
2018,7,24,17.15,37.85,0,8.5,342.5,19,80.2
2018,7,25,17.25,39.45,0,9.2,343.2,14.5,71.5
2018,7,26,16.35,37.65,0,9.3,341.4,13.8,67
2018,7,27,15.75,35.95,0,8.3,347.3,16.5,71.7
2018,7,28,15.35,36.75,0,8.4,339.3,15.2,72.2
2018,7,29,16.05,33.25,0,7.9,338.5,19.3,68.6
2018,7,30,15.95,35.65,0,8.2,340.8,16.3,69.4
2018,7,31,16.25,35.65,0,7.7,334.9,15.8,66.9
2018,8,1,15.55,34.75,0,7.8,332.8,15.2,65.7
2018,8,2,14.65,34.55,0,7.8,331.7,16.9,73.4
2018,8,3,14.45,34.75,0,7.5,335.4,16.7,74.2
2018,8,4,16.15,36.85,0,9.1,313,12.5,62.2
2018,8,5,15.05,33.25,0,7.5,333.2,16.6,66.2
2018,8,6,15.85,35.15,0,8.2,333.8,13,59.5
2018,8,7,15.15,32.85,0,7.3,329.9,17.1,66
2018,8,8,14.55,34.65,0,7.3,329.6,17.5,75.8
2018,8,9,14.95,37.75,0,7.7,327.7,14,74.6
2018,8,10,16.25,37.35,0,8.5,324.4,14.6,69.6
2018,8,11,16.95,36.75,0,8.1,319.3,15.6,67.9
2018,8,12,15.35,36.15,0,7.9,316.6,14.2,67.9
2018,8,13,14.75,33.25,0,7.2,311.2,17.6,70.1
2018,8,14,14.75,30.35,0,6.6,315.9,23.8,75
2018,8,15,15.15,30.75,0,6.4,312.7,27,82.1
2018,8,16,15.45,33.85,0,7,310.2,21.9,81.1
2018,8,17,15.05,36.25,0,7.5,311,16.9,78
2018,8,18,14.25,37.25,0,8.1,316.6,11.5,66.7
2018,8,19,13.95,35.85,0,7.9,315.7,11.3,62.9
2018,8,20,13.35,32.25,0,6.5,312,17.5,72.1
2018,8,21,13.75,26.35,0,5.4,309.6,33.3,82.8
2018,8,22,13.95,29.15,0,5.7,308,29.4,86.2
2018,8,23,13.85,27.85,0,5.4,307.8,31.3,85.1
2018,8,24,12.65,27.95,0,5.2,304.6,31.8,92.9
2018,8,25,11.95,30.25,0,5.8,301.4,25.9,93.4
2018,8,26,12.15,29.95,0,6.2,304.8,21,77.8
2018,8,27,13.65,27.85,0,5.3,296,30,83.3
2018,8,28,14.35,26.35,0,4.8,293.3,40.6,93.6
2018,8,29,13.45,27.65,0,5,285.2,36.2,96.5
2018,8,30,13.45,26.35,0,4.7,276,39.4,96.3
2018,8,31,13.35,30.35,0,5.9,292.7,27.3,90
2018,9,1,13.95,31.85,0,6.3,287.5,22.9,81.6
2018,9,2,14.05,34.05,0,6.2,286,19.2,80.2
2018,9,3,13.85,32.05,0,6.5,282.4,22.1,81
2018,9,4,13.45,32.75,0,6.4,281,19.9,79.7
2018,9,5,12.85,30.45,0,6,278.8,22.4,79.8
2018,9,6,11.95,31.65,0,5.6,276.7,21.5,87
2018,9,7,12.75,35.15,0,6.6,277.4,15.8,80.1
2018,9,8,12.85,33.95,0,6.5,277.8,15.8,74.8
2018,9,9,11.35,33.55,0,6.6,271.2,16.2,81.5
2018,9,10,12.55,32.85,0,6.4,272,17,75.8
2018,9,11,12.65,31.65,0,6.3,251.3,18.2,74.1
2018,9,12,13.15,25.55,0,5.3,263.1,27.1,69.4
2018,9,13,10.85,26.05,0,4.8,265.4,27.6,82.9
2018,9,14,10.45,27.25,0,4.6,244.8,22.3,77.3
2018,9,15,11.15,25.35,0,5.2,264.6,22.8,68.1
2018,9,16,9.45,27.15,0,4.8,263.8,23.4,84.7
2018,9,17,9.65,27.65,0,4.8,259.8,25,90.4
2018,9,18,9.45,27.65,0,4.8,257.5,25.4,92.4
2018,9,19,10.45,30.15,0,5.4,257,19.3,81.5
2018,9,20,11.65,32.05,0,5.8,255.5,11.7,60.3
2018,9,21,11.15,33.45,0,6,252.5,9.9,60.2
2018,9,22,12.35,32.65,0,5.7,247.5,15.1,70.1
2018,9,23,10.55,31.75,0,5.5,246.4,16.5,78.7
2018,9,24,10.55,32.65,0,5.6,248.9,11.6,65.8
2018,9,25,11.25,33.55,0,5.6,246,8.7,56
2018,9,26,11.15,34.95,0,5.8,240.6,8.5,59.9
2018,9,27,12.45,35.05,0,5.4,237.3,11.2,65
2018,9,28,12.95,26.95,0,4.7,224.9,26.3,74.1
2018,9,29,13.65,24.75,0,3.9,224.3,38.6,84.9
2018,9,30,12.45,26.45,0,3.5,214,35.5,93.6
