"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 09/10/2023

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 36.8167 North,-120.2250 East" 
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
pr: Precipitation
pet: ASCE Grass Reference Evapotranspiration (ETo)
srad: Downward Shortwave Radiation
rmin: Min Rel. Humidity
rmax: Max Rel. Humidity
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC),pr(mm),pet(mm),srad(Wm-2),rmin(%),rmax(%)
2018,5,28,16.75,34.35,0,8.3,366.8,19.5,70.9
2018,5,29,18.25,37.15,0,8.6,364.7,15.9,65.1
2018,5,30,10.65,30.55,0,7.5,365.1,21.4,89
2018,5,31,9.15,25.45,0,7.2,377,19.4,69.1
2018,6,1,9.45,29.05,0,7.5,368.6,22.3,88
2018,6,2,14.65,35.15,0,8.2,369.7,16.2,70.4
2018,6,3,17.65,39.15,0,9.3,366,12.2,59.9
2018,6,4,14.45,37.35,0,11,365.4,13.4,69.7
2018,6,5,13.15,32.85,0,9.3,363,11,53.1
2018,6,6,12.15,30.15,0,8.5,371.1,18.2,68.4
2018,6,7,11.45,30.55,0,8,368.7,24.3,90.2
2018,6,8,12.35,32.95,0,9.7,373.3,16.7,73.3
2018,6,9,12.55,28.65,0,8.1,366,27.7,84.7
2018,6,10,12.75,28.55,0,9.2,369.5,18.7,62
2018,6,11,13.05,32.15,0,8.9,364.1,18.2,71.9
2018,6,12,17.15,36.85,0,9.4,366.3,16.4,66.9
2018,6,13,18.05,38.85,0,9.6,367.4,14.3,64
2018,6,14,15.65,37.25,0,9.3,371.6,13.9,66.3
2018,6,15,13.85,34.95,0,8.3,371.4,15.1,69.4
2018,6,16,12.95,31.25,0,7.4,369.1,21.8,78.9
2018,6,17,12.85,26.55,0,6.1,367.4,33.7,86.7
2018,6,18,13.95,31.75,0,8.4,368.1,24.6,83.5
2018,6,19,16.65,35.15,0,9.1,366.1,20,72.9
2018,6,20,16.25,36.75,0,9.4,368.9,18.1,75.3
2018,6,21,14.95,36.25,0,9.8,370.4,11.9,59.4
2018,6,22,16.05,38.65,0,10.7,377.7,9.5,54.6
2018,6,23,18.55,38.95,0,11.3,370.4,11.7,55
2018,6,24,17.45,38.45,0,9.3,368,15.1,67.3
2018,6,25,16.15,34.35,0,8.2,365.6,23.5,81.2
2018,6,26,16.45,37.75,0,9.8,369.1,13.6,64.2
2018,6,27,14.85,36.85,0,10.5,375.7,7.9,48.5
2018,6,28,14.45,34.15,0,9.6,373.4,12.6,57.3
2018,6,29,15.45,35.55,0,10,369,16.2,68.5
2018,6,30,18.45,37.95,0,9.4,365.8,15.1,62.1
2018,7,1,18.65,38.65,0,10.3,361.3,16.8,68.3
2018,7,2,17.05,36.45,0,9.3,360,21.4,80
2018,7,3,15.95,34.35,0,7.6,362.8,25.5,87.5
2018,7,4,15.35,33.65,0,7.3,363.2,24.8,85.4
2018,7,5,16.15,35.25,0,7.6,346.9,17,67.2
2018,7,6,21.05,38.45,0,10.9,360.1,11.5,46.5
2018,7,7,20.25,38.65,0,11.7,355.5,12.7,52.1
2018,7,8,19.15,38.95,0,12.3,360.2,9,45.5
2018,7,9,18.95,37.15,0,11.8,357,10.6,46.5
2018,7,10,18.95,38.05,0,11,358.4,13.3,55.7
2018,7,11,18.45,39.15,0,8.6,357.1,11.7,55.7
2018,7,12,21.45,38.75,0,7.3,345.6,14.4,53.1
2018,7,13,23.05,38.55,0,8.6,347.7,21.2,63.3
2018,7,14,22.15,39.25,0,9.7,345.8,23.1,73.1
2018,7,15,20.95,38.75,0,10,351.3,21.5,72.3
2018,7,16,20.35,39.65,0,10.3,350.6,16.5,64.4
2018,7,17,20.25,40.35,0,10.6,353.9,13.9,59.6
2018,7,18,20.15,41.05,0,10,333.7,13.5,60.9
2018,7,19,21.85,40.65,0,8.5,344.3,17.4,64.7
2018,7,20,22.35,39.75,0,8.7,340.7,21.1,69.4
2018,7,21,22.25,37.55,0,8,339.2,29.9,81.5
2018,7,22,21.65,38.05,0,8.7,340.3,26.4,78.5
2018,7,23,22.05,38.35,0,9.5,339.4,26.6,78.4
2018,7,24,21.45,40.25,0,11.1,346.9,19.8,71.2
2018,7,25,21.05,40.45,0,12.1,345,15.9,62.8
2018,7,26,20.25,39.95,0,11.6,347.4,12.9,55.8
2018,7,27,19.35,39.35,0,11.1,348,11.4,52.6
2018,7,28,18.35,38.95,0,10.5,348.7,11.2,54.1
2018,7,29,19.35,39.35,0,10.6,341.2,11.9,54.1
2018,7,30,19.15,37.05,0,9.7,317,14.1,54.8
2018,7,31,20.25,39.25,0,9.5,316.8,11.3,49.6
2018,8,1,20.45,40.05,0,10.3,324.4,9.1,44.6
2018,8,2,17.65,38.55,0,10.9,331.5,9.9,50.8
2018,8,3,16.55,38.35,0,10.1,339.7,10.3,54.7
2018,8,4,17.35,38.05,0,11.4,335.7,11.1,53.9
2018,8,5,16.05,36.85,0,10,337.3,11.3,55.2
2018,8,6,16.15,35.95,0,10.6,342.2,9.2,46.8
2018,8,7,16.55,37.15,0,9.5,338,9.9,50.4
2018,8,8,16.45,39.15,0,9.4,336.1,8.8,52.1
2018,8,9,18.15,39.85,0,8.6,333.5,8.7,48.8
2018,8,10,19.55,39.95,0,10.2,329.1,9.2,46.8
2018,8,11,18.75,37.95,0,8.9,323.3,14.6,59.3
2018,8,12,17.85,39.35,0,8.6,318.7,10.5,54
2018,8,13,17.35,37.45,0,7.9,317.3,12,55.1
2018,8,14,17.15,36.05,0,8.3,320.7,13.4,55.9
2018,8,15,16.35,35.25,0,7.8,317.5,17.9,68.3
2018,8,16,17.35,37.45,0,7.9,315.3,18,72.5
2018,8,17,19.85,39.55,0,9.4,314.4,16.4,65.4
2018,8,18,20.05,39.85,0,9.6,317.9,12.6,54.9
2018,8,19,18.65,39.75,0,9.2,317.8,8.5,46.7
2018,8,20,16.45,38.25,0,8.5,314.5,9.5,52.1
2018,8,21,15.45,33.75,0,6.6,312.1,16.5,63.1
2018,8,22,15.35,33.45,0,6.3,314.4,17.4,64.8
2018,8,23,15.15,33.35,0,6.7,313.3,17.7,66
2018,8,24,14.05,32.25,0,6.5,310.3,20.3,73.3
2018,8,25,15.45,33.75,0,6.5,304.2,19.7,71.4
2018,8,26,14.55,34.85,0,7.3,309,14.3,63.7
2018,8,27,14.05,32.85,0,6.5,307.3,15.1,61.5
2018,8,28,15.75,31.55,0,5.9,300.5,26.5,78.6
2018,8,29,15.45,31.55,0,5.9,282.6,26.3,79.3
2018,8,30,15.15,30.35,0,6.2,290.6,27.3,78
2018,8,31,13.75,31.85,0,7.4,300.5,25.3,86.6
2018,9,1,15.95,33.85,0,7.5,293.5,18.5,65.1
2018,9,2,17.45,36.55,0,7.9,291.9,16.4,62.8
2018,9,3,17.65,36.05,0,7.8,286.3,18.1,65.2
2018,9,4,16.75,36.85,0,7.6,284.8,15.5,63.8
2018,9,5,17.05,37.25,0,8.3,282.7,13.9,59.5
2018,9,6,15.95,36.25,0,7.9,281.5,15.4,64.7
2018,9,7,15.95,37.75,0,8.5,282.4,13,62
2018,9,8,14.55,37.45,0,8.5,283.8,11,59.4
2018,9,9,13.65,36.15,0,8.3,283.3,11.1,58.9
2018,9,10,14.15,35.55,0,8.3,280.9,10.5,53.6
2018,9,11,14.45,35.75,0,8.9,276.4,10.4,53
2018,9,12,11.15,31.25,0,7.8,275.3,12.1,56.3
2018,9,13,10.75,29.25,0,6.1,271.9,17.8,67.8
2018,9,14,12.45,30.45,0,5.8,194.6,15.8,60
2018,9,15,12.45,29.65,0,7.3,270.7,14.8,54.8
2018,9,16,10.65,29.25,0,6.4,268.8,18,68.8
2018,9,17,11.45,30.85,0,6.1,266.8,17.5,70
2018,9,18,12.05,30.35,0,6.6,264.4,17.2,64.8
2018,9,19,11.75,31.05,0,7,265,15.8,64.5
2018,9,20,12.45,32.65,0,5.9,261.4,13.3,59.5
2018,9,21,12.85,35.45,0,6.4,258.9,8.3,50.2
2018,9,22,14.45,35.85,0,6.3,250.8,9.1,49.1
2018,9,23,14.05,35.05,0,6.9,252.5,9.9,50.8
2018,9,24,13.15,33.45,0,6.4,252.4,8.9,46.3
2018,9,25,13.65,34.85,0,6.7,250.9,8.7,47.6
2018,9,26,14.35,36.35,0,7,247.2,10.6,55.7
2018,9,27,14.75,36.75,0,6.2,243.7,11.8,59.2
2018,9,28,14.75,35.25,0,6,231.3,14.1,61.8
2018,9,29,13.25,27.25,0,4.6,216.3,28.8,75.6
2018,9,30,14.15,27.35,0,4.3,231.5,29.2,72.8
